ticker,class,figi,isin,und_bench_isin,security,name,type,coupon,cpn_type,dcc,cpn_freq,days_settle,start_date,cpn_first,acc_first,maturity,mty_typ,rank,amt_out,country,currency,status,term,TTM,date,bidPrice,askPrice,bidYield,askYield,midPrice,midYield,calc_yield,calc_zspread,calc_dv01,calc_duration,calc_convexity
DIS,Corp,BBG00SMMG3C8,US254687FP66,US91282CKE02,DIS 3.7 03/23/27,WALT DISNEY COMPANY/THE,GLOBAL,3.7,FIXED,30/360,2,2,2020-03-23,2020-09-23,2020-03-23,2027-03-23,AT MATURITY,Sr Unsecured,500.0,US,USD,ACTV,6.997946611909651,2.954140999315537,2024-04-08,96.831,97.116,4.864,4.758,96.9735,4.811,4.811063833534718,-9.382432901936758,2.72121791520356,2.7827520462145814,9.328578671732226
DIS,Corp,BBG00SMMG3D7,US254687FQ40,US91282CKG59,DIS 3.8 03/22/30,WALT DISNEY COMPANY/THE,GLOBAL,3.79999999999999,FIXED,30/360,2,2,2020-03-23,2020-09-22,2020-03-23,2030-03-22,AT MATURITY,Sr Unsecured,1250.0,US,USD,ACTV,9.995893223819301,5.952087611225188,2024-04-08,94.223,94.573,4.932,4.861,94.398,4.8965,4.896302709658834,-1.3673548390172874,5.138544335049634,5.2852491217536794,32.473579364466396
DIS,Corp,BBG00SMMG3H3,US254687FR23,US912810TZ12,DIS 4 5/8 03/23/40,WALT DISNEY COMPANY/THE,GLOBAL,4.625,FIXED,30/360,2,2,2020-03-23,2020-09-23,2020-03-23,2040-03-23,CALLABLE,Sr Unsecured,750.0,US,USD,ACTV,20.0,15.956194387405887,2024-04-08,93.664,94.36,5.215,5.147,94.012,5.181,5.18094740062952,26.485969153881573,11.16920800724554,11.147770411500295,159.40632351846943
DIS,Corp,BBG00SMMG454,US254687FS06,US912810TV08,DIS 4.7 03/23/50,WALT DISNEY COMPANY/THE,GLOBAL,4.7,FIXED,30/360,2,2,2020-03-23,2020-09-23,2020-03-23,2050-03-23,CALLABLE,Sr Unsecured,1750.0,US,USD,ACTV,29.998631074606433,25.95482546201232,2024-04-08,91.389,92.193,5.315,5.254,91.791,5.2844999999999995,5.2846972569823265,36.69942642687024,14.876209305096115,14.663586833419766,306.4743877485263
DIS,Corp,BBG00TSCC372,US254687FV35,US91282CKH33,DIS 1 3/4 01/13/26,WALT DISNEY COMPANY/THE,GLOBAL,1.75,FIXED,30/360,2,2,2020-05-13,2021-01-13,2020-05-13,2026-01-13,AT MATURITY,Sr Unsecured,1500.0,US,USD,ACTV,5.670088980150582,1.7659137577002053,2024-04-08,94.329,94.463,5.164,5.08,94.39599999999999,5.122,5.121720232069495,19.97351892431804,1.6373315694067652,1.7150383421779019,3.8078397632155587
DIS,Corp,BBG00TSCC3H1,US254687FW18,US91282CKG59,DIS 2.2 01/13/28,WALT DISNEY COMPANY/THE,GLOBAL,2.2,FIXED,30/360,2,2,2020-05-13,2021-01-13,2020-05-13,2028-01-13,AT MATURITY,Sr Unsecured,1000.0,US,USD,ACTV,7.668720054757015,3.7645448323066395,2024-04-08,91.158,91.438,4.798,4.712,91.298,4.755,4.754824616014957,-15.658865050610405,3.299777696096865,3.560922925118124,14.78840176834034
DIS,Corp,BBG00TSCC3R0,US254687FX90,US91282CJZ59,DIS 2.65 01/13/31,WALT DISNEY COMPANY/THE,GLOBAL,2.64999999999999,FIXED,30/360,2,2,2020-05-13,2021-01-13,2020-05-13,2031-01-13,AT MATURITY,Sr Unsecured,2500.0,US,USD,ACTV,10.669404517453799,6.765229295003422,2024-04-08,86.79,87.181,4.975,4.9,86.9855,4.9375,4.937583013946785,2.3415070350517633,5.493519440879176,6.070332099247064,42.253132618930806
DIS,Corp,BBG00TSCC3T8,US254687FY73,US912810TZ12,DIS 3 1/2 05/13/40,WALT DISNEY COMPANY/THE,GLOBAL,3.5,FIXED,30/360,2,2,2020-05-13,2020-11-13,2020-05-13,2040-05-13,CALLABLE,Sr Unsecured,1750.0,US,USD,ACTV,20.0,16.095824777549623,2024-04-08,80.47,80.963,5.321,5.269,80.7165,5.295,5.295097984373571,37.7011164018825,10.345485976747659,11.646441626392226,171.8304862207565
DIS,Corp,BBG00TSCC3Y2,US254687FZ49,US912810TV08,DIS 3.6 01/13/51,WALT DISNEY COMPANY/THE,GLOBAL,3.6,FIXED,30/360,2,2,2020-05-13,2021-01-13,2020-05-13,2051-01-13,CALLABLE,Sr Unsecured,2750.0,US,USD,ACTV,30.6694045174538,26.765229295003422,2024-04-08,75.429,76.044,5.334,5.282,75.7365,5.308,5.308031342923641,38.92086874351822,13.391633797512936,15.630710259375979,345.3213005216094
DIS,Corp,BBG00TSCC416,US254687GA88,US912810TV08,DIS 3.8 05/13/60,WALT DISNEY COMPANY/THE,GLOBAL,3.79999999999999,FIXED,30/360,2,2,2020-05-13,2020-11-13,2020-05-13,2060-05-13,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,40.0,36.09582477754962,2024-04-08,75.56,76.415,5.332,5.267,75.98750000000001,5.2995,5.29932750016451,38.09581405891292,15.40837110336398,17.206384284138423,463.56717483512966
F,Corp,BBG00R9PG6L1,US345397A456,US91282CKE02,F 4.271 01/09/27,FORD MOTOR CREDIT CO LLC,GLOBAL,4.27099999999999,FIXED,30/360,2,2,2020-01-09,2020-07-09,2020-01-09,2027-01-09,CALLABLE,Sr Unsecured,900.0,US,USD,ACTV,7.000684462696783,2.754277891854894,2024-04-08,95.722,95.982,5.98,5.873,95.852,5.926500000000001,5.926228979974985,99.51343900417703,2.5688589278942544,2.566222943483038,8.094381358706666
F,Corp,BBG00WMLSG20,US345397A860,US91282CKE02,F 4 1/8 08/17/27,FORD MOTOR CREDIT CO LLC,GLOBAL,4.125,FIXED,30/360,2,2,2020-08-17,2021-02-17,2020-08-17,2027-08-17,CALLABLE,Sr Unsecured,1250.0,US,USD,ACTV,6.997946611909651,3.356605065023956,2024-04-08,94.465,94.718,5.969,5.882,94.5915,5.9254999999999995,5.925299263745547,99.9881048286021,3.0877053751389143,3.108686898335961,11.585337205944898
F,Corp,BBG00Y48PFN7,US345397B363,US91282CKG59,F 4 11/13/30,FORD MOTOR CREDIT CO LLC,GLOBAL,4.0,FIXED,30/360,2,2,2020-11-13,2021-05-13,2020-11-13,2030-11-13,CALLABLE,Sr Unsecured,1650.0,US,USD,ACTV,9.998631074606434,6.598220396988364,2024-04-08,88.355,88.704,6.177,6.106,88.5295,6.1415,6.141460088640454,120.96831160820332,5.632541631566698,5.669011340284015,38.079373580804464
F,Corp,BBG00Z71PLM4,US345397B512,US91282CKG59,F 2.9 02/16/28,FORD MOTOR CREDIT CO LLC,GLOBAL,2.89999999999999,FIXED,30/360,2,2,2021-02-16,2021-08-16,2021-02-16,2028-02-16,CALLABLE,Sr Unsecured,750.0,US,USD,ACTV,6.997946611909651,3.8576317590691307,2024-04-08,89.693,89.971,5.933,5.845,89.832,5.888999999999999,5.888972782343625,95.83785631185384,3.4246106377091188,3.6083775137420164,15.247733449168209
F,Corp,BBG01223KN02,US345397B777,US91282CKH33,F 2.7 08/10/26,FORD MOTOR CREDIT CO LLC,GLOBAL,2.7,FIXED,30/360,2,2,2021-08-10,2022-02-10,2021-08-10,2026-08-10,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,4.999315537303217,2.3381245722108144,2024-04-08,93.025,93.267,5.943,5.826,93.146,5.884499999999999,5.884628120809793,95.87986793497723,2.1531142778133314,2.2406421042802243,6.20883811530773
F,Corp,BBG014D9M323,US345397B934,US91282CKG59,F 2.9 02/10/29,FORD MOTOR CREDIT CO LLC,GLOBAL,2.89999999999999,FIXED,30/360,2,2,2022-01-10,2022-08-10,2022-01-10,2029-02-10,CALLABLE,Sr Unsecured,750.0,US,USD,ACTV,7.085557837097878,4.843258042436688,2024-04-08,87.419,87.741,5.931,5.847,87.58,5.889,5.888960055261849,95.63810835523795,4.190808647001698,4.459099520581557,22.996149931779357
F,Corp,BBG0169SHRC3,US345397C270,US91282CKE02,F 4.95 05/28/27,FORD MOTOR CREDIT CO LLC,GLOBAL,4.95,FIXED,30/360,2,2,2022-03-28,2022-11-28,2022-03-28,2027-05-28,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,5.166324435318275,3.134839151266256,2024-04-08,97.129,97.369,5.966,5.879,97.249,5.922499999999999,5.922403881698847,100.15020782802969,2.9313893599740637,2.8553994508669738,10.008188539036585
F,Corp,BBG01BB95RZ9,US345397C353,US91282CKE02,F 7.35 11/04/27,FORD MOTOR CREDIT CO LLC,GLOBAL,7.34999999999999,FIXED,30/360,2,2,2022-11-04,2023-05-04,2022-11-04,2027-11-04,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,4.999315537303217,3.572895277207392,2024-04-08,104.288,104.561,5.968,5.883,104.4245,5.9254999999999995,5.952862935513576,102.36076777401527,3.470015800718899,3.0913209401384383,11.971614575789836
F,Corp,BBG01C6YJZP6,US345397C437,US91282CKH33,F 6.95 03/06/26,FORD MOTOR CREDIT CO LLC,GLOBAL,6.95,FIXED,30/360,2,2,2023-01-06,2023-03-06,2023-01-06,2026-03-06,CALLABLE,Sr Unsecured,1300.0,US,USD,ACTV,3.162217659137577,1.9082819986310746,2024-04-08,101.703,101.883,5.949,5.845,101.793,5.897,5.936591381579637,101.65708114349441,1.8693824485014745,1.7872197174774715,4.166861377825992
F,Corp,BBG01C6YK080,US345397C684,US91282CKG59,F 7.35 03/06/30,FORD MOTOR CREDIT CO LLC,GLOBAL,7.34999999999999,FIXED,30/360,2,2,2023-01-06,2023-03-06,2023-01-06,2030-03-06,CALLABLE,Sr Unsecured,1150.0,US,USD,ACTV,7.162217659137577,5.908281998631074,2024-04-08,105.596,105.99,6.177,6.097,105.793,6.1370000000000005,6.163121639937162,123.42351715538761,5.6409133997427015,4.871764536919722,28.92863441338286
F,Corp,BBG01G4FPH00,US345397C924,US91282CKG59,F 6.8 05/12/28,FORD MOTOR CREDIT CO LLC,GLOBAL,6.79999999999999,FIXED,30/360,2,2,2023-04-06,2023-11-12,2023-04-06,2028-05-12,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,5.100616016427105,4.093086926762491,2024-04-08,103.012,103.333,5.943,5.854,103.1725,5.8985,5.91315817013383,98.73253661496724,3.922591378645508,3.521287683547908,15.333323426554866
F,Corp,BBG01GXL4DH9,US345397D260,US91282CKH33,F 6.95 06/10/26,FORD MOTOR CREDIT CO LLC,GLOBAL,6.95,FIXED,30/360,2,2,2023-06-08,2023-12-10,2023-06-08,2026-06-10,CALLABLE,Sr Unsecured,900.0,US,USD,ACTV,3.0061601642710474,2.1711156741957565,2024-04-08,101.87,102.062,5.979,5.881,101.96600000000001,5.93,5.96361901536584,103.77231830399232,2.1223462514923166,1.9858510442365298,5.121636354618273
F,Corp,BBG01GXL4DP0,US345397D427,US91282CKG59,F 7.2 06/10/30,FORD MOTOR CREDIT CO LLC,GLOBAL,7.2,FIXED,30/360,2,2,2023-06-08,2023-12-10,2023-06-08,2030-06-10,CALLABLE,Sr Unsecured,850.0,US,USD,ACTV,7.006160164271047,6.1711156741957565,2024-04-08,105.049,105.437,6.179,6.103,105.243,6.141,6.162739691883325,123.22358532076133,5.8507049946948175,4.98714544905558,30.769003385056656
F,Corp,BBG01K0V0QY0,US345397D591,US91282CKG59,F 6.798 11/07/28,FORD MOTOR CREDIT CO LLC,GLOBAL,6.798,FIXED,30/360,2,2,2023-11-07,2024-05-07,2023-11-07,2028-11-07,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,5.002053388090349,4.583162217659138,2024-04-08,103.537,103.861,5.89,5.809,103.69900000000001,5.8495,5.862890013307331,93.31252912855399,4.370156795365021,3.883642683717132,18.6218968093829
F,Corp,BBG01K0V0RC2,US345397D674,US91282CJZ59,F 7.122 11/07/33,FORD MOTOR CREDIT CO LLC,GLOBAL,7.12199999999999,FIXED,30/360,2,2,2023-11-07,2024-05-07,2023-11-07,2033-11-07,CALLABLE,Sr Unsecured,1250.0,US,USD,ACTV,10.001368925393566,9.582477754962355,2024-04-08,105.755,106.233,6.297,6.231,105.994,6.263999999999999,6.278603363782167,134.47034477490269,8.696941349606668,7.024803713511135,63.15784457144143
F,Corp,BBG01KV3Y2C8,US345397D831,US91282CKE02,F 5.8 03/05/27,FORD MOTOR CREDIT CO LLC,GLOBAL,5.79999999999999,FIXED,30/360,2,2,2024-01-05,2024-03-05,2024-01-05,2027-03-05,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,3.162217659137577,2.9048596851471595,2024-04-08,99.849,100.096,5.855,5.761,99.9725,5.808,5.807972309868466,88.82043843923032,2.766878466546791,2.6695976167888693,8.752829873496813
F,Corp,BBG01KV3XZW4,US345397E250,US91282CKF76,F 6.05 03/05/31,FORD MOTOR CREDIT CO LLC,GLOBAL,6.04999999999999,FIXED,30/360,2,2,2024-01-05,2024-03-05,2024-01-05,2031-03-05,CALLABLE,Sr Unsecured,1000.0,US,USD,ACTV,7.162217659137577,6.9048596851471595,2024-04-08,99.626,100.079,6.116,6.035,99.85249999999999,6.0755,6.0752104364335535,114.77268245806555,6.2593124289114295,5.682903962300963,38.98677505377057
F,Corp,BBG01LTXTPR2,US345397E581,US91282CKG59,F 5.8 03/08/29,FORD MOTOR CREDIT CO LLC,GLOBAL,5.79999999999999,FIXED,30/360,2,2,2024-03-08,2024-09-08,2024-03-08,2029-03-08,CALLABLE,Sr Unsecured,1600.0,US,USD,ACTV,4.999315537303217,4.914442162902122,2024-04-08,99.466,99.748,5.925,5.858,99.607,5.8915,5.891865975409745,96.6903202489524,4.564472740360465,4.284008689907225,21.941646870261405
F,Corp,BBG01LTXTPY4,US345397E664,US91282CJZ59,F 6 1/8 03/08/34,FORD MOTOR CREDIT CO LLC,GLOBAL,6.125,FIXED,30/360,2,2,2024-03-08,2024-09-08,2024-03-08,2034-03-08,CALLABLE,Sr Unsecured,900.0,US,USD,ACTV,9.998631074606434,9.91375770020534,2024-04-08,98.77,99.177,6.293,6.237,98.9735,6.265000000000001,6.264651351775152,133.33037864716675,8.600135402840365,7.546484766410774,70.62184998153447
F,Corp,BBG00BTFRN91,US345397XU23,US91282CKH33,F 4.389 01/08/26,FORD MOTOR CREDIT CO LLC,GLOBAL,4.389,FIXED,30/360,2,2,2016-01-08,2016-07-08,2016-01-08,2026-01-08,AT MATURITY,Sr Unsecured,1200.0,US,USD,ACTV,10.001368925393566,1.7522245037645447,2024-04-08,97.362,97.53,5.999,5.895,97.446,5.946999999999999,5.94705823493465,101.12525157704842,1.673086758588109,1.6646541667455377,3.6525053164840244
F,Corp,BBG00J3M66Y9,US345397YT41,US91282CKE02,F 3.815 11/02/27,FORD MOTOR CREDIT CO LLC,GLOBAL,3.81499999999999,FIXED,30/360,2,2,2017-11-02,2018-05-02,2017-11-02,2027-11-02,CALLABLE,Sr Unsecured,750.0,US,USD,ACTV,9.998631074606434,3.567419575633128,2024-04-08,93.207,93.499,5.959,5.863,93.353,5.911,5.911309369887246,98.24382658033561,3.241428171055598,3.266439987867568,12.842656834283128
F,Corp,BBG00P1DTJX5,US345397ZR75,US91282CKG59,F 5.113 05/03/29,FORD MOTOR CREDIT CO LLC,GLOBAL,5.113,FIXED,30/360,2,2,2019-05-03,2019-11-03,2019-05-03,2029-05-03,CALLABLE,Sr Unsecured,1487.0,US,USD,ACTV,10.001368925393566,5.06776180698152,2024-04-08,96.181,96.551,5.998,5.91,96.366,5.954000000000001,5.95381774827838,102.72251212919396,4.610634546269874,4.377758754802958,23.131446091753787
F,Corp,BBG00PVK6NR9,US345397ZW60,US91282CKH33,F 4.542 08/01/26,FORD MOTOR CREDIT CO LLC,GLOBAL,4.54199999999999,FIXED,30/360,2,2,2019-08-01,2020-02-01,2019-08-01,2026-08-01,CALLABLE,Sr Unsecured,750.0,US,USD,ACTV,7.000684462696783,2.3134839151266258,2024-04-08,96.822,97.077,6.034,5.912,96.9495,5.973,5.972601284855047,104.42974976738736,2.184523603420906,2.175329662066978,5.942587251921315
F,Corp,BBG017ZMVWP4,US34540TA286,US91282CJZ59,F 6 06/20/32,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.0,FIXED,30/360,2,2,2022-06-16,2022-12-20,2022-06-16,2032-06-20,CALLABLE,Sr Unsecured,3.397,US,USD,ACTV,10.012320328542094,8.199863107460644,2024-04-08,95.902,96.679,6.655,6.528,96.29050000000001,6.5915,6.59128228995949,165.3858786590813,7.281038240449635,6.459655764442975,51.430466834008946
F,Corp,BBG019BPT2Z7,US34540TA443,US91282CKH33,F 5.55 09/20/26,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,5.54999999999999,FIXED,30/360,2,2,2022-09-01,2023-03-20,2022-09-01,2026-09-20,CALLABLE,Sr Unsecured,11.886,US,USD,ACTV,4.05201916495551,2.4503764544832305,2024-04-08,98.102,98.398,6.399,6.265,98.25,6.332,6.332089797146617,139.7346873737275,2.3446636997917785,2.2893979846028993,6.5345540736475725
F,Corp,BBG019BPBN62,US34540TA518,US91282CKG59,F 5.9 09/20/29,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,5.9,FIXED,30/360,2,2,2022-09-01,2023-03-20,2022-09-01,2029-09-20,CALLABLE,Sr Unsecured,2.661,US,USD,ACTV,7.052703627652293,5.451060917180014,2024-04-08,97.398,97.994,6.474,6.341,97.696,6.407500000000001,6.4069411289319405,147.11696177450528,5.042911739941562,4.685091108786506,26.226577899472254
F,Corp,BBG019FHM5Z1,US34540TA773,US91282CKE02,F 6.1 09/20/27,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.09999999999999,FIXED,30/360,2,2,2022-09-09,2023-03-20,2022-09-09,2027-09-20,CALLABLE,Sr Unsecured,10.536,US,USD,ACTV,5.02943189596167,3.4496919917864477,2024-04-08,98.832,99.224,6.482,6.353,99.02799999999999,6.4175,6.417461210750044,148.31068862539976,3.2857003634442834,3.119652759177589,11.795367140069981
F,Corp,BBG019J9M5Z5,US34540TA930,US91282CKG59,F 6.65 09/20/29,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.65,FIXED,30/360,2,2,2022-09-15,2023-03-20,2022-09-15,2029-09-20,CALLABLE,Sr Unsecured,3.593,US,USD,ACTV,7.014373716632443,5.451060917180014,2024-04-08,99.123,99.704,6.844,6.715,99.4135,6.7795000000000005,6.779407065175473,183.81207535036341,5.142832066440104,4.622067079461241,25.739748963254968
F,Corp,BBG019LXFT85,US34540TB276,US91282CKH33,F 6.35 09/20/26,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.34999999999999,FIXED,30/360,2,2,2022-09-22,2023-03-20,2022-09-22,2026-09-20,CALLABLE,Sr Unsecured,15.055,US,USD,ACTV,3.994524298425736,2.4503764544832305,2024-04-08,99.495,99.785,6.575,6.444,99.64,6.5095,6.509433280266823,157.2071361901257,2.37086705351595,2.273408077670152,6.473329050903178
F,Corp,BBG019LXFLX4,US34540TB359,US91282CJZ59,F 6.65 09/20/32,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.65,FIXED,30/360,2,2,2022-09-22,2023-03-20,2022-09-22,2032-09-20,CALLABLE,Sr Unsecured,1.091,US,USD,ACTV,9.995893223819301,8.451745379876797,2024-04-08,98.715,99.533,6.852,6.723,99.124,6.7875,6.787133299910461,184.58798968037075,7.663232335825274,6.602745569466513,53.608335735130645
F,Corp,BBG019R34DD6,US34540TB508,US91282CKE02,F 6.4 09/20/27,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.4,FIXED,30/360,2,2,2022-09-29,2023-03-20,2022-09-29,2027-09-20,CALLABLE,Sr Unsecured,3.578,US,USD,ACTV,4.974674880219028,3.4496919917864477,2024-04-08,98.981,99.394,6.735,6.598,99.1875,6.6665,6.666195748113096,172.81960368581005,3.3036049297252656,3.1082541564459003,11.736871318077414
F,Corp,BBG01BFJB6M6,US34540TB763,US91282CKH33,F 7.3 11/20/26,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,7.29999999999999,FIXED,30/360,2,2,2022-11-17,2023-05-20,2022-11-17,2026-11-20,CALLABLE,Sr Unsecured,28.444,US,USD,ACTV,4.008213552361396,2.617385352498289,2024-04-08,99.919,100.12,7.815,6.037,100.0195,6.926,7.286822741430566,233.7069700399213,2.5622068643013125,2.34265044406139,7.014733542304008
F,Corp,BBG01BFJDX63,US34540TB847,US91282CKH33,F 7.65 11/20/32,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,7.65,FIXED,30/360,2,2,2022-11-17,2023-05-20,2022-11-17,2032-11-20,CALLABLE,Sr Unsecured,4.277,US,USD,ACTV,10.009582477754963,8.618754277891854,2024-04-08,99.982,100.1,7.59,6.546,100.041,7.068,7.641416704223926,268.71708572031633,8.08415000550674,6.415317780267627,52.44334933639284
F,Corp,BBG01BJ20KB2,US34540TC266,US91282CKH33,F 7.45 11/20/29,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,7.45,FIXED,30/360,2,2,2022-11-25,2023-05-20,2022-11-25,2029-11-20,CALLABLE,Sr Unsecured,10.031,US,USD,ACTV,6.9869952087611225,5.618069815195072,2024-04-08,100.067,100.132,6.654,6.079,100.0995,6.3665,7.425390811243365,247.40754595626393,5.398672470570642,4.57432108811699,25.997204916064142
F,Corp,BBG01BNKPXD0,US34540TC340,US91282CKH33,F 6 3/4 12/20/26,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.75,FIXED,30/360,2,2,2022-12-01,2023-06-20,2022-12-01,2026-12-20,CALLABLE,Sr Unsecured,4.81,US,USD,ACTV,4.05201916495551,2.6995208761122518,2024-04-08,99.605,99.938,6.907,6.77,99.7715,6.8385,6.8387237703427655,189.84012666622786,2.6203600492670587,2.4391310720142907,7.502033589546775
F,Corp,BBG01BNKTHY8,US34540TC423,US91282CKH33,F 7.15 12/20/32,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,7.15,FIXED,30/360,2,2,2022-12-01,2023-06-20,2022-12-01,2032-12-20,CALLABLE,Sr Unsecured,1.886,US,USD,ACTV,10.053388090349076,8.700889801505818,2024-04-08,99.741,100.541,7.188,4.252,100.14099999999999,5.72,7.1256383783264345,217.96963537539494,8.008087148280625,6.573474369986321,54.43067057205968
F,Corp,BBG01BSNV6B3,US34540TC670,US91282CKE02,F 6.55 12/20/27,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.54999999999999,FIXED,30/360,2,2,2022-12-08,2023-06-20,2022-12-08,2027-12-20,CALLABLE,Sr Unsecured,6.83,US,USD,ACTV,5.032169746748802,3.698836413415469,2024-04-08,99.29,99.712,6.766,6.635,99.501,6.7005,6.700733003106421,176.3402564642227,3.5439382752276587,3.2533056634530384,13.015332225354312
F,Corp,BBG01BWMW5S3,US34540TC753,US91282CKH33,F 6.3 12/20/26,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.29999999999999,FIXED,30/360,2,2,2022-12-15,2023-06-20,2022-12-15,2026-12-20,CALLABLE,Sr Unsecured,8.617,US,USD,ACTV,4.01368925393566,2.6995208761122518,2024-04-08,99.142,99.467,6.648,6.514,99.30449999999999,6.5809999999999995,6.580910523198547,164.4375666273588,2.6028348859733472,2.4516823969043946,7.552058477464611
F,Corp,BBG01BYVR259,US34540TD256,US91282CKG59,F 6.6 12/20/29,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.59999999999999,FIXED,30/360,2,2,2022-12-22,2023-06-20,2022-12-22,2029-12-20,CALLABLE,Sr Unsecured,3.804,US,USD,ACTV,6.995208761122519,5.700205338809035,2024-04-08,99.13,99.73,6.784,6.655,99.43,6.7195,6.7193387870863095,177.96543539427174,5.352725528669166,4.732658428618456,27.39260745630342
F,Corp,BBG01FJNH3V5,US34540TD413,US91282CKE02,F 6.8 03/20/27,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.79999999999999,FIXED,30/360,2,2,2023-03-02,2023-09-20,2023-03-02,2027-03-20,CALLABLE,Sr Unsecured,12.553,US,USD,ACTV,4.049281314168378,2.945927446954141,2024-04-08,99.746,100.084,6.895,6.58,99.91499999999999,6.7375,6.830219622440634,189.77397413204653,2.854325221554219,2.6820612666808614,8.865155950516703
F,Corp,BBG01FP0TQW3,US34540TD587,US91282CKG59,F 7.15 03/20/28,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,7.15,FIXED,30/360,2,2,2023-03-09,2023-09-20,2023-03-09,2028-03-20,CALLABLE,Sr Unsecured,51.736,US,USD,ACTV,5.032169746748802,3.9479808350444903,2024-04-08,99.611,100.05,7.263,7.007,99.8305,7.135,7.198286872695875,225.51513888464638,3.8194750604761794,3.4719349559898807,14.638930786460865
F,Corp,BBG01FRH9T05,US34540TD660,US91282CKH33,F 6.8 03/20/26,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.79999999999999,FIXED,30/360,2,2,2023-03-16,2023-09-20,2023-03-16,2026-03-20,CALLABLE,Sr Unsecured,12.297,US,USD,ACTV,3.0116358658453115,1.946611909650924,2024-04-08,99.894,100.135,6.856,6.463,100.0145,6.6594999999999995,6.788802324794233,185.91933957940392,1.9057427493910886,1.8269442849076816,4.328053574793758
F,Corp,BBG01GVK65G9,US34540TD900,US91282CKH33,F 7 06/20/28,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,7.0,FIXED,30/360,2,2,2023-06-08,2023-12-20,2023-06-08,2028-06-20,CALLABLE,Sr Unsecured,36.076,US,USD,ACTV,5.034907597535934,4.199863107460644,2024-04-08,99.832,100.236,7.043,5.654,100.03399999999999,6.3485,6.986517187617719,204.3309109126685,4.043112265215889,3.615198017026173,16.070710621474596
F,Corp,BBG01GXMP787,US34540TE247,US91282CKH33,F 7.05 06/20/27,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,7.04999999999999,FIXED,30/360,2,2,2023-06-15,2023-12-20,2023-06-15,2027-06-20,CALLABLE,Sr Unsecured,13.003,US,USD,ACTV,4.01368925393566,3.1978097193702943,2024-04-08,99.979,100.03,7.009,6.747,100.00450000000001,6.878,7.043248861698846,210.320739988204,3.104874097849118,2.835575946558458,10.019115798702401
F,Corp,BBG01GZYGCF0,US34540TE320,US91282CKH33,F 6.85 06/20/26,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.84999999999999,FIXED,30/360,2,2,2023-06-23,2023-12-20,2023-06-23,2026-06-20,CALLABLE,Sr Unsecured,11.291,US,USD,ACTV,2.9924709103353866,2.198494182067077,2024-04-08,99.813,100.081,6.936,6.297,99.947,6.6165,6.869567409418526,193.19408802159413,2.148565110315702,2.0148487340965255,5.249524078070589
F,Corp,BBG01GZYGL06,US34540TE403,US91282CKH33,F 7.2 06/20/33,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,7.2,FIXED,30/360,2,2,2023-06-23,2023-12-20,2023-06-23,2033-06-20,CALLABLE,Sr Unsecured,8.839,US,USD,ACTV,9.99315537303217,9.19917864476386,2024-04-08,99.885,100.607,7.215,3.968,100.24600000000001,5.5915,7.160752639882266,221.52681587428305,8.432915355168307,6.850001277381564,59.43830041590269
F,Corp,BBG01HQ6WHK4,US34540TE650,US91282CKH33,F 6 1/2 08/20/26,FORD MOTOR CREDIT CO LLC,DOMESTIC MTN,6.5,FIXED,30/360,2,2,2023-08-10,2024-02-20,2023-08-10,2026-08-20,CALLABLE,Sr Unsecured,10.458,US,USD,ACTV,3.028062970568104,2.3655030800821355,2024-04-08,99.685,99.973,6.641,6.508,99.82900000000001,6.5745000000000005,6.574489328053522,163.92690960147783,2.2968809318398904,2.1869998421170207,6.048482317423555
